player,team,prop,pp_line,projection_id,kickoff,player_clean,prop_clean
D.J. Moore,CHI,Quarters With 1+ Reception,3.5,6430866,2025-09-08T20:15:00-04:00,DJ MOORE,QUARTERS WITH 1+ RECEPTIONSEPTION
D.J. Moore,CHI,Receiving Yards in First 2 Receptions,20.5,6442234,2025-09-08T20:15:00-04:00,DJ MOORE,RECEPTIONSEIVING YARDS IN FIRST 2 RECEPTIONSEPTIONS
D.J. Moore,CHI,Receptions,5.5,6492152,2025-09-08T20:15:00-04:00,DJ MOORE,RECEPTIONSEPTIONS
D.J. Moore,CHI,Yards on First Reception,9.5,6492653,2025-09-08T20:15:00-04:00,DJ MOORE,YARDS ON FIRST RECEPTIONSEPTION
D.J. Moore,CHI,Halves with 25+ Receiving Yards,1.5,6492790,2025-09-08T20:15:00-04:00,DJ MOORE,HALVES WITH 25+ RECEPTIONSEIVING YARDS
D.J. Moore,CHI,Quarters with 10+ Receiving Yards,3.5,6493688,2025-09-08T20:15:00-04:00,DJ MOORE,QUARTERS WITH 10+ RECEPTIONSEIVING YARDS
Justin Jefferson,MIN,Fantasy Score,16.5,6301144,2025-09-08T20:15:00-04:00,JUSTIN JEFFERSON,FANTASY SCORE
Justin Jefferson,MIN,Receptions,6.0,6307675,2025-09-08T20:15:00-04:00,JUSTIN JEFFERSON,RECEPTIONSEPTIONS
Justin Jefferson,MIN,Rec Targets,9.5,6355364,2025-09-08T20:15:00-04:00,JUSTIN JEFFERSON,RECEPTIONS TARGETS
Justin Jefferson,MIN,Quarters With 1+ Reception,3.5,6430865,2025-09-08T20:15:00-04:00,JUSTIN JEFFERSON,QUARTERS WITH 1+ RECEPTIONSEPTION
Justin Jefferson,MIN,Receiving Yards in First 2 Receptions,23.5,6442235,2025-09-08T20:15:00-04:00,JUSTIN JEFFERSON,RECEPTIONSEIVING YARDS IN FIRST 2 RECEPTIONSEPTIONS
Justin Jefferson,MIN,Yards on First Reception,10.5,6492655,2025-09-08T20:15:00-04:00,JUSTIN JEFFERSON,YARDS ON FIRST RECEPTIONSEPTION
Justin Jefferson,MIN,Yards on First Reception,19.5,6492660,2025-09-08T20:15:00-04:00,JUSTIN JEFFERSON,YARDS ON FIRST RECEPTIONSEPTION
Justin Jefferson,MIN,Halves with 25+ Receiving Yards,1.5,6492787,2025-09-08T20:15:00-04:00,JUSTIN JEFFERSON,HALVES WITH 25+ RECEPTIONSEIVING YARDS
Justin Jefferson,MIN,Quarters with 10+ Receiving Yards,3.5,6493687,2025-09-08T20:15:00-04:00,JUSTIN JEFFERSON,QUARTERS WITH 10+ RECEPTIONSEIVING YARDS
Rome Odunze,CHI,Fantasy Score,11.5,6301146,2025-09-08T20:15:00-04:00,ROME ODUNZE,FANTASY SCORE
Rome Odunze,CHI,Receptions,4.0,6307674,2025-09-08T20:15:00-04:00,ROME ODUNZE,RECEPTIONSEPTIONS
Rome Odunze,CHI,Rec Targets,7.0,6355330,2025-09-08T20:15:00-04:00,ROME ODUNZE,RECEPTIONS TARGETS
Rome Odunze,CHI,Receiving Yards in First 2 Receptions,20.5,6442233,2025-09-08T20:15:00-04:00,ROME ODUNZE,RECEPTIONSEIVING YARDS IN FIRST 2 RECEPTIONSEPTIONS
Rome Odunze,CHI,Yards on First Reception,10.5,6492654,2025-09-08T20:15:00-04:00,ROME ODUNZE,YARDS ON FIRST RECEPTIONSEPTION
Rome Odunze,CHI,Halves with 25+ Receiving Yards,1.5,6492788,2025-09-08T20:15:00-04:00,ROME ODUNZE,HALVES WITH 25+ RECEPTIONSEIVING YARDS
Will Reichard,MIN,Fantasy Score,8.0,6447816,2025-09-08T20:15:00-04:00,WILL REICHARD,FANTASY SCORE
Will Reichard,MIN,FG Made,1.5,6498280,2025-09-08T20:15:00-04:00,WILL REICHARD,FG MADE
Tory Taylor,CHI,Punts,4.0,6435580,2025-09-08T20:15:00-04:00,TORY TAYLOR,PUNTS
Tory Taylor,CHI,Punts Inside 20,1.5,6435588,2025-09-08T20:15:00-04:00,TORY TAYLOR,PUNTS INSIDE 20
Ryan Wright,MIN,Punts,3.5,6435582,2025-09-08T20:15:00-04:00,RYAN WRIGHT,PUNTS
Ryan Wright,MIN,Punts Inside 20,1.5,6435590,2025-09-08T20:15:00-04:00,RYAN WRIGHT,PUNTS INSIDE 20
T.J. Hockenson,MIN,Fantasy Score,10.5,6301149,2025-09-08T20:15:00-04:00,TJ HOCKENSON,FANTASY SCORE
T.J. Hockenson,MIN,Rec Targets,6.5,6355365,2025-09-08T20:15:00-04:00,TJ HOCKENSON,RECEPTIONS TARGETS
T.J. Hockenson,MIN,Receiving Yards in First 2 Receptions,18.5,6442236,2025-09-08T20:15:00-04:00,TJ HOCKENSON,RECEPTIONSEIVING YARDS IN FIRST 2 RECEPTIONSEPTIONS
T.J. Hockenson,MIN,Receptions,4.5,6491600,2025-09-08T20:15:00-04:00,TJ HOCKENSON,RECEPTIONSEPTIONS
T.J. Hockenson,MIN,Yards on First Reception,8.5,6492651,2025-09-08T20:15:00-04:00,TJ HOCKENSON,YARDS ON FIRST RECEPTIONSEPTION
T.J. Hockenson,MIN,Yards on First Reception,19.5,6492667,2025-09-08T20:15:00-04:00,TJ HOCKENSON,YARDS ON FIRST RECEPTIONSEPTION
T.J. Hockenson,MIN,Halves with 25+ Receiving Yards,1.5,6492789,2025-09-08T20:15:00-04:00,TJ HOCKENSON,HALVES WITH 25+ RECEPTIONSEIVING YARDS
D'Andre Swift + Aaron Jones,CHI/MIN,Rush Yards (Combo),102.5,6453860,2025-09-08T20:15:00-04:00,DANDRE SWIFT + AARON JONES,RUSHING YARDS (COMBO)
Justin Jefferson + D.J. Moore,MIN/CHI,Receiving Yards (Combo),135.5,6453861,2025-09-08T20:15:00-04:00,JUSTIN JEFFERSON + DJ MOORE,RECEPTIONSEIVING YARDS (COMBO)
Colston Loveland,CHI,Rec Targets,4.5,6355332,2025-09-08T20:15:00-04:00,COLSTON LOVELAND,RECEPTIONS TARGETS
Colston Loveland,CHI,Fantasy Score,7.0,6448222,2025-09-08T20:15:00-04:00,COLSTON LOVELAND,FANTASY SCORE
Colston Loveland,CHI,Yards on First Reception,19.5,6492659,2025-09-08T20:15:00-04:00,COLSTON LOVELAND,YARDS ON FIRST RECEPTIONSEPTION
Colston Loveland,CHI,Halves with 25+ Receiving Yards,1.5,6497247,2025-09-08T20:15:00-04:00,COLSTON LOVELAND,HALVES WITH 25+ RECEPTIONSEIVING YARDS
J.J. McCarthy,MIN,Fantasy Score,15.5,6305426,2025-09-08T20:15:00-04:00,JJ MCCARTHY,FANTASY SCORE
J.J. McCarthy,MIN,Pass+Rush+Rec TDs,1.5,6391223,2025-09-08T20:15:00-04:00,JJ MCCARTHY,PASS+RUSH+RECEPTIONS TDS
J.J. McCarthy,MIN,Yards on First Pass Completion,7.5,6442624,2025-09-08T20:15:00-04:00,JJ MCCARTHY,YARDS ON FIRST PASS COMPLETION
J.J. McCarthy,MIN,Completion Percentage,65.1,6446646,2025-09-08T20:15:00-04:00,JJ MCCARTHY,COMPLETION PERCENTAGE
J.J. McCarthy,MIN,Quarters with 25+ Pass Yards,3.5,6492624,2025-09-08T20:15:00-04:00,JJ MCCARTHY,QUARTERS WITH 25+ PASSING YARDS
J.J. McCarthy,MIN,Halves with 100+ Pass Yards,1.5,6492636,2025-09-08T20:15:00-04:00,JJ MCCARTHY,HALVES WITH 100+ PASSING YARDS
J.J. McCarthy,MIN,Quarters with 50+ Pass Yards,3.5,6492643,2025-09-08T20:15:00-04:00,JJ MCCARTHY,QUARTERS WITH 50+ PASSING YARDS
J.J. McCarthy,MIN,Sacks Taken,2.5,6492734,2025-09-08T20:15:00-04:00,JJ MCCARTHY,SACKS TAKEN
Jordan Mason,MIN,Quarters With 5+ Rush Yards,3.5,6424660,2025-09-08T20:15:00-04:00,JORDAN MASON,QUARTERS WITH 5+ RUSHING YARDS
Jordan Mason,MIN,Yards on First Rush Attempt,9.5,6492665,2025-09-08T20:15:00-04:00,JORDAN MASON,YARDS ON FIRST RUSH ATTEMPTSEMPT
Jordan Mason,MIN,Halves with 25+ Rush Yards,1.5,6492730,2025-09-08T20:15:00-04:00,JORDAN MASON,HALVES WITH 25+ RUSHING YARDS
Cairo Santos + Will Reichard,CHI/MIN,FG Made (Combo),3.5,6398147,2025-09-08T20:15:00-04:00,CAIRO SANTOS + WILL REICHARD,FG MADE (COMBO)
Cairo Santos + Will Reichard,CHI/MIN,Longest FG Made Yds (Combo),50.5,6398151,2025-09-08T20:15:00-04:00,CAIRO SANTOS + WILL REICHARD,LONGEST FG MADE YARDS (COMBO)
Cairo Santos + Will Reichard,CHI/MIN,Shortest FG Made Yds (Combo),26.5,6398152,2025-09-08T20:15:00-04:00,CAIRO SANTOS + WILL REICHARD,SHORTEST FG MADE YARDS (COMBO)
Cairo Santos + Will Reichard,CHI/MIN,Field Goal Yards (Combo),147.5,6398153,2025-09-08T20:15:00-04:00,CAIRO SANTOS + WILL REICHARD,FIELD GOAL YARDS (COMBO)
Adam Thielen,MIN,Fantasy Score,6.5,6448224,2025-09-08T20:15:00-04:00,ADAM THIELEN,FANTASY SCORE
Adam Thielen,MIN,Yards on First Reception,8.5,6492652,2025-09-08T20:15:00-04:00,ADAM THIELEN,YARDS ON FIRST RECEPTIONSEPTION
Adam Thielen,MIN,Yards on First Reception,19.5,6492662,2025-09-08T20:15:00-04:00,ADAM THIELEN,YARDS ON FIRST RECEPTIONSEPTION
Adam Thielen,MIN,Rec Targets,3.5,6493690,2025-09-08T20:15:00-04:00,ADAM THIELEN,RECEPTIONS TARGETS
Adam Thielen,MIN,Halves with 25+ Receiving Yards,1.5,6495746,2025-09-08T20:15:00-04:00,ADAM THIELEN,HALVES WITH 25+ RECEPTIONSEIVING YARDS
Caleb Williams + J.J. McCarthy,CHI/MIN,Pass Yards (Combo),439.5,6453859,2025-09-08T20:15:00-04:00,CALEB WILLIAMS + JJ MCCARTHY,PASSING YARDS (COMBO)
Rome Odunze + T.J. Hockenson,CHI/MIN,Receiving Yards (Combo),91.5,6453862,2025-09-08T20:15:00-04:00,ROME ODUNZE + TJ HOCKENSON,RECEPTIONSEIVING YARDS (COMBO)
Rashan Gary,GB,Sacks,0.5,6492597,2025-09-11T20:15:00-04:00,RASHAN GARY,SACKS
Jordan Love,GB,Rush+Rec TDs,0.5,6488588,2025-09-11T20:15:00-04:00,JORDAN LOVE,RUSH+RECEPTIONS TDS
Jordan Love,GB,INT,0.5,6492440,2025-09-11T20:15:00-04:00,JORDAN LOVE,INT
Jordan Love,GB,Longest Completion,36.5,6492441,2025-09-11T20:15:00-04:00,JORDAN LOVE,LONGEST COMPLETION
Jordan Love,GB,Longest Rush,5.5,6492442,2025-09-11T20:15:00-04:00,JORDAN LOVE,LONGEST RUSH
Jordan Love,GB,Pass Attempts,31.5,6492443,2025-09-11T20:15:00-04:00,JORDAN LOVE,PASS ATTEMPTSEMPTSEMPTS
Jordan Love,GB,Pass TDs,1.5,6492444,2025-09-11T20:15:00-04:00,JORDAN LOVE,PASS TDS
Jordan Love,GB,Pass TDs,2.5,6492445,2025-09-11T20:15:00-04:00,JORDAN LOVE,PASS TDS
Jordan Love,GB,Pass Yards,199.5,6492452,2025-09-11T20:15:00-04:00,JORDAN LOVE,PASSING YARDS
Jordan Love,GB,Pass Yards,224.5,6492453,2025-09-11T20:15:00-04:00,JORDAN LOVE,PASSING YARDS
Jordan Love,GB,Pass Yards,324.5,6492454,2025-09-11T20:15:00-04:00,JORDAN LOVE,PASSING YARDS
Jordan Love,GB,Pass Yards,299.5,6492455,2025-09-11T20:15:00-04:00,JORDAN LOVE,PASSING YARDS
Jordan Love,GB,Pass Yards,274.5,6492456,2025-09-11T20:15:00-04:00,JORDAN LOVE,PASSING YARDS
Jordan Love,GB,Pass Yards,249.5,6492457,2025-09-11T20:15:00-04:00,JORDAN LOVE,PASSING YARDS
Jordan Love,GB,Pass Yards,233.5,6492517,2025-09-11T20:15:00-04:00,JORDAN LOVE,PASSING YARDS
Jordan Love,GB,Rush Yards,6.5,6492519,2025-09-11T20:15:00-04:00,JORDAN LOVE,RUSHING YARDS
Jordan Love,GB,Rush Yards,24.5,6492520,2025-09-11T20:15:00-04:00,JORDAN LOVE,RUSHING YARDS
Jordan Love,GB,Pass+Rush Yds,243.5,6495831,2025-09-11T20:15:00-04:00,JORDAN LOVE,PASS+RUSHING YARDS
Josh Jacobs,GB,Rush+Rec TDs,1.5,6488589,2025-09-11T20:15:00-04:00,JOSH JACOBS,RUSH+RECEPTIONS TDS
Josh Jacobs,GB,Rush+Rec TDs,0.5,6488590,2025-09-11T20:15:00-04:00,JOSH JACOBS,RUSH+RECEPTIONS TDS
Josh Jacobs,GB,Longest Reception,8.5,6492459,2025-09-11T20:15:00-04:00,JOSH JACOBS,LONGEST RECEPTIONSEPTION
Josh Jacobs,GB,Longest Rush,14.5,6492460,2025-09-11T20:15:00-04:00,JOSH JACOBS,LONGEST RUSH
Josh Jacobs,GB,Receiving Yards,11.5,6492523,2025-09-11T20:15:00-04:00,JOSH JACOBS,RECEPTIONSEIVING YARDS
Josh Jacobs,GB,Receiving Yards,49.5,6492524,2025-09-11T20:15:00-04:00,JOSH JACOBS,RECEPTIONSEIVING YARDS
Josh Jacobs,GB,Receiving Yards,39.5,6492525,2025-09-11T20:15:00-04:00,JOSH JACOBS,RECEPTIONSEIVING YARDS
Josh Jacobs,GB,Receiving Yards,24.5,6492526,2025-09-11T20:15:00-04:00,JOSH JACOBS,RECEPTIONSEIVING YARDS
Josh Jacobs,GB,Receptions,1.5,6492527,2025-09-11T20:15:00-04:00,JOSH JACOBS,RECEPTIONSEPTIONS
Josh Jacobs,GB,Receptions,3.5,6492528,2025-09-11T20:15:00-04:00,JOSH JACOBS,RECEPTIONSEPTIONS
Josh Jacobs,GB,Rush Attempts,17.5,6492529,2025-09-11T20:15:00-04:00,JOSH JACOBS,RUSH ATTEMPTSEMPTS
Josh Jacobs,GB,Rush Attempts,14.5,6492530,2025-09-11T20:15:00-04:00,JOSH JACOBS,RUSH ATTEMPTSEMPTS
Josh Jacobs,GB,Rush Attempts,20.5,6492531,2025-09-11T20:15:00-04:00,JOSH JACOBS,RUSH ATTEMPTSEMPTS
Josh Jacobs,GB,Rush Yards,64.5,6492538,2025-09-11T20:15:00-04:00,JOSH JACOBS,RUSHING YARDS
Josh Jacobs,GB,Rush Yards,99.5,6492539,2025-09-11T20:15:00-04:00,JOSH JACOBS,RUSHING YARDS
Josh Jacobs,GB,Rush Yards,79.5,6492540,2025-09-11T20:15:00-04:00,JOSH JACOBS,RUSHING YARDS
Josh Jacobs,GB,Rush Yards,72.5,6492648,2025-09-11T20:15:00-04:00,JOSH JACOBS,RUSHING YARDS
Josh Jacobs,GB,Rush Yards,49.5,6497944,2025-09-11T20:15:00-04:00,JOSH JACOBS,RUSHING YARDS
Jayden Reed,GB,Rush+Rec TDs,0.5,6488586,2025-09-11T20:15:00-04:00,JAYDEN REED,RUSH+RECEPTIONS TDS
Jayden Reed,GB,Longest Reception,18.5,6492504,2025-09-11T20:15:00-04:00,JAYDEN REED,LONGEST RECEPTIONSEPTION
Jayden Reed,GB,Receiving Yards,35.5,6492509,2025-09-11T20:15:00-04:00,JAYDEN REED,RECEPTIONSEIVING YARDS
Jayden Reed,GB,Receiving Yards,24.5,6492510,2025-09-11T20:15:00-04:00,JAYDEN REED,RECEPTIONSEIVING YARDS
Jayden Reed,GB,Receiving Yards,79.5,6492511,2025-09-11T20:15:00-04:00,JAYDEN REED,RECEPTIONSEIVING YARDS
Jayden Reed,GB,Receiving Yards,64.5,6492512,2025-09-11T20:15:00-04:00,JAYDEN REED,RECEPTIONSEIVING YARDS
Jayden Reed,GB,Receiving Yards,49.5,6492513,2025-09-11T20:15:00-04:00,JAYDEN REED,RECEPTIONSEIVING YARDS
Jayden Reed,GB,Receptions,5.5,6492514,2025-09-11T20:15:00-04:00,JAYDEN REED,RECEPTIONSEPTIONS
Jayden Reed,GB,Receptions,3.5,6492515,2025-09-11T20:15:00-04:00,JAYDEN REED,RECEPTIONSEPTIONS
Jayden Reed,GB,Receiving Yards,39.5,6492640,2025-09-11T20:15:00-04:00,JAYDEN REED,RECEPTIONSEIVING YARDS
Romeo Doubs,GB,Rush+Rec TDs,0.5,6488594,2025-09-11T20:15:00-04:00,ROMEO DOUBS,RUSH+RECEPTIONS TDS
Romeo Doubs,GB,Receiving Yards,38.5,6492559,2025-09-11T20:15:00-04:00,ROMEO DOUBS,RECEPTIONSEIVING YARDS
Romeo Doubs,GB,Receiving Yards,24.5,6492560,2025-09-11T20:15:00-04:00,ROMEO DOUBS,RECEPTIONSEIVING YARDS
Romeo Doubs,GB,Receiving Yards,79.5,6492561,2025-09-11T20:15:00-04:00,ROMEO DOUBS,RECEPTIONSEIVING YARDS
Romeo Doubs,GB,Receiving Yards,64.5,6492562,2025-09-11T20:15:00-04:00,ROMEO DOUBS,RECEPTIONSEIVING YARDS
Romeo Doubs,GB,Receiving Yards,49.5,6492563,2025-09-11T20:15:00-04:00,ROMEO DOUBS,RECEPTIONSEIVING YARDS
Romeo Doubs,GB,Receptions,5.5,6492564,2025-09-11T20:15:00-04:00,ROMEO DOUBS,RECEPTIONSEPTIONS
Romeo Doubs,GB,Receptions,3.5,6492565,2025-09-11T20:15:00-04:00,ROMEO DOUBS,RECEPTIONSEPTIONS
Romeo Doubs,GB,Longest Reception,18.5,6492632,2025-09-11T20:15:00-04:00,ROMEO DOUBS,LONGEST RECEPTIONSEPTION
Jayden Daniels,WAS,Rush+Rec TDs,0.5,6488585,2025-09-11T20:15:00-04:00,JAYDEN DANIELS,RUSH+RECEPTIONS TDS
Jayden Daniels,WAS,Pass TDs,2.5,6492282,2025-09-11T20:15:00-04:00,JAYDEN DANIELS,PASS TDS
Jayden Daniels,WAS,Pass TDs,1.5,6492283,2025-09-11T20:15:00-04:00,JAYDEN DANIELS,PASS TDS
Jayden Daniels,WAS,INT,0.5,6492377,2025-09-11T20:15:00-04:00,JAYDEN DANIELS,INT
Jayden Daniels,WAS,Longest Completion,35.5,6492378,2025-09-11T20:15:00-04:00,JAYDEN DANIELS,LONGEST COMPLETION
Jayden Daniels,WAS,Pass Yards,299.5,6492385,2025-09-11T20:15:00-04:00,JAYDEN DANIELS,PASSING YARDS
Jayden Daniels,WAS,Pass Yards,274.5,6492386,2025-09-11T20:15:00-04:00,JAYDEN DANIELS,PASSING YARDS
Jayden Daniels,WAS,Pass Yards,249.5,6492387,2025-09-11T20:15:00-04:00,JAYDEN DANIELS,PASSING YARDS
Jayden Daniels,WAS,Pass Yards,199.5,6492388,2025-09-11T20:15:00-04:00,JAYDEN DANIELS,PASSING YARDS
Jayden Daniels,WAS,Pass Yards,174.5,6492389,2025-09-11T20:15:00-04:00,JAYDEN DANIELS,PASSING YARDS
Jayden Daniels,WAS,Longest Rush,15.5,6492495,2025-09-11T20:15:00-04:00,JAYDEN DANIELS,LONGEST RUSH
Jayden Daniels,WAS,Pass Attempts,32.5,6492496,2025-09-11T20:15:00-04:00,JAYDEN DANIELS,PASS ATTEMPTSEMPTSEMPTS
Jayden Daniels,WAS,Pass Yards,226.5,6492497,2025-09-11T20:15:00-04:00,JAYDEN DANIELS,PASSING YARDS
Jayden Daniels,WAS,Rush Yards,50.5,6492499,2025-09-11T20:15:00-04:00,JAYDEN DANIELS,RUSHING YARDS
Jayden Daniels,WAS,Rush Yards,39.5,6492500,2025-09-11T20:15:00-04:00,JAYDEN DANIELS,RUSHING YARDS
Jayden Daniels,WAS,Rush Yards,99.5,6492501,2025-09-11T20:15:00-04:00,JAYDEN DANIELS,RUSHING YARDS
Jayden Daniels,WAS,Rush Yards,79.5,6492502,2025-09-11T20:15:00-04:00,JAYDEN DANIELS,RUSHING YARDS
Jayden Daniels,WAS,Rush Yards,64.5,6492503,2025-09-11T20:15:00-04:00,JAYDEN DANIELS,RUSHING YARDS
Jayden Daniels,WAS,Pass Completions,20.5,6492631,2025-09-11T20:15:00-04:00,JAYDEN DANIELS,PASS COMPLETIONS
Jayden Daniels,WAS,Pass+Rush Yds,281.5,6495830,2025-09-11T20:15:00-04:00,JAYDEN DANIELS,PASS+RUSHING YARDS
Austin Ekeler,WAS,Rush+Rec TDs,0.5,6488577,2025-09-11T20:15:00-04:00,AUSTIN EKELER,RUSH+RECEPTIONS TDS
Austin Ekeler,WAS,Longest Reception,11.5,6492415,2025-09-11T20:15:00-04:00,AUSTIN EKELER,LONGEST RECEPTIONSEPTION
Austin Ekeler,WAS,Receiving Yards,21.5,6492419,2025-09-11T20:15:00-04:00,AUSTIN EKELER,RECEPTIONSEIVING YARDS
Austin Ekeler,WAS,Receiving Yards,64.5,6492420,2025-09-11T20:15:00-04:00,AUSTIN EKELER,RECEPTIONSEIVING YARDS
Austin Ekeler,WAS,Receiving Yards,49.5,6492421,2025-09-11T20:15:00-04:00,AUSTIN EKELER,RECEPTIONSEIVING YARDS
Austin Ekeler,WAS,Receiving Yards,39.5,6492422,2025-09-11T20:15:00-04:00,AUSTIN EKELER,RECEPTIONSEIVING YARDS
Austin Ekeler,WAS,Receiving Yards,24.5,6492423,2025-09-11T20:15:00-04:00,AUSTIN EKELER,RECEPTIONSEIVING YARDS
Austin Ekeler,WAS,Rush Yards,49.5,6492428,2025-09-11T20:15:00-04:00,AUSTIN EKELER,RUSHING YARDS
Austin Ekeler,WAS,Rush Yards,39.5,6492429,2025-09-11T20:15:00-04:00,AUSTIN EKELER,RUSHING YARDS
Austin Ekeler,WAS,Longest Rush,8.5,6492480,2025-09-11T20:15:00-04:00,AUSTIN EKELER,LONGEST RUSH
Austin Ekeler,WAS,Rush Yards,24.5,6492481,2025-09-11T20:15:00-04:00,AUSTIN EKELER,RUSHING YARDS
Austin Ekeler,WAS,Receptions,5.5,6492580,2025-09-11T20:15:00-04:00,AUSTIN EKELER,RECEPTIONSEPTIONS
Austin Ekeler,WAS,Receptions,3.5,6492581,2025-09-11T20:15:00-04:00,AUSTIN EKELER,RECEPTIONSEPTIONS
Austin Ekeler,WAS,Rush Yards,22.5,6492628,2025-09-11T20:15:00-04:00,AUSTIN EKELER,RUSHING YARDS
Zach Ertz,WAS,Rush+Rec TDs,0.5,6488597,2025-09-11T20:15:00-04:00,ZACH ERTZ,RUSH+RECEPTIONS TDS
Zach Ertz,WAS,Longest Reception,14.5,6492471,2025-09-11T20:15:00-04:00,ZACH ERTZ,LONGEST RECEPTIONSEPTION
Zach Ertz,WAS,Receiving Yards,31.5,6492475,2025-09-11T20:15:00-04:00,ZACH ERTZ,RECEPTIONSEIVING YARDS
Zach Ertz,WAS,Receiving Yards,24.5,6492476,2025-09-11T20:15:00-04:00,ZACH ERTZ,RECEPTIONSEIVING YARDS
Zach Ertz,WAS,Receiving Yards,64.5,6492477,2025-09-11T20:15:00-04:00,ZACH ERTZ,RECEPTIONSEIVING YARDS
Zach Ertz,WAS,Receiving Yards,49.5,6492478,2025-09-11T20:15:00-04:00,ZACH ERTZ,RECEPTIONSEIVING YARDS
Zach Ertz,WAS,Receiving Yards,39.5,6492479,2025-09-11T20:15:00-04:00,ZACH ERTZ,RECEPTIONSEIVING YARDS
Zach Ertz,WAS,Receptions,5.5,6492601,2025-09-11T20:15:00-04:00,ZACH ERTZ,RECEPTIONSEPTIONS
Zach Ertz,WAS,Receptions,3.5,6492602,2025-09-11T20:15:00-04:00,ZACH ERTZ,RECEPTIONSEPTIONS
Luke Musgrave,GB,Rush+Rec TDs,0.5,6488591,2025-09-11T20:15:00-04:00,LUKE MUSGRAVE,RUSH+RECEPTIONS TDS
Dontayvion Wicks,GB,Rush+Rec TDs,0.5,6488582,2025-09-11T20:15:00-04:00,DONTAYVION WICKS,RUSH+RECEPTIONS TDS
Dontayvion Wicks,GB,Receiving Yards,25.5,6492487,2025-09-11T20:15:00-04:00,DONTAYVION WICKS,RECEPTIONSEIVING YARDS
Dontayvion Wicks,GB,Receiving Yards,64.5,6492488,2025-09-11T20:15:00-04:00,DONTAYVION WICKS,RECEPTIONSEIVING YARDS
Dontayvion Wicks,GB,Receiving Yards,49.5,6492489,2025-09-11T20:15:00-04:00,DONTAYVION WICKS,RECEPTIONSEIVING YARDS
Dontayvion Wicks,GB,Receiving Yards,39.5,6492490,2025-09-11T20:15:00-04:00,DONTAYVION WICKS,RECEPTIONSEIVING YARDS
Dontayvion Wicks,GB,Receptions,1.5,6492491,2025-09-11T20:15:00-04:00,DONTAYVION WICKS,RECEPTIONSEPTIONS
Dontayvion Wicks,GB,Receptions,3.5,6492492,2025-09-11T20:15:00-04:00,DONTAYVION WICKS,RECEPTIONSEPTIONS
Dontayvion Wicks,GB,Receptions,2.5,6492493,2025-09-11T20:15:00-04:00,DONTAYVION WICKS,RECEPTIONSEPTIONS
Dontayvion Wicks,GB,Longest Reception,15.5,6492630,2025-09-11T20:15:00-04:00,DONTAYVION WICKS,LONGEST RECEPTIONSEPTION
Terry McLaurin,WAS,Rush+Rec TDs,0.5,6488595,2025-09-11T20:15:00-04:00,TERRY MCLAURIN,RUSH+RECEPTIONS TDS
Terry McLaurin,WAS,Longest Reception,22.5,6492461,2025-09-11T20:15:00-04:00,TERRY MCLAURIN,LONGEST RECEPTIONSEPTION
Terry McLaurin,WAS,Receiving Yards,53.5,6492466,2025-09-11T20:15:00-04:00,TERRY MCLAURIN,RECEPTIONSEIVING YARDS
Terry McLaurin,WAS,Receiving Yards,39.5,6492467,2025-09-11T20:15:00-04:00,TERRY MCLAURIN,RECEPTIONSEIVING YARDS
Terry McLaurin,WAS,Receiving Yards,99.5,6492468,2025-09-11T20:15:00-04:00,TERRY MCLAURIN,RECEPTIONSEIVING YARDS
Terry McLaurin,WAS,Receiving Yards,79.5,6492469,2025-09-11T20:15:00-04:00,TERRY MCLAURIN,RECEPTIONSEIVING YARDS
Terry McLaurin,WAS,Receiving Yards,64.5,6492470,2025-09-11T20:15:00-04:00,TERRY MCLAURIN,RECEPTIONSEIVING YARDS
Terry McLaurin,WAS,Receptions,5.5,6492599,2025-09-11T20:15:00-04:00,TERRY MCLAURIN,RECEPTIONSEPTIONS
Terry McLaurin,WAS,Receptions,3.5,6492600,2025-09-11T20:15:00-04:00,TERRY MCLAURIN,RECEPTIONSEPTIONS
Terry McLaurin,WAS,Receiving Yards,49.5,6497945,2025-09-11T20:15:00-04:00,TERRY MCLAURIN,RECEPTIONSEIVING YARDS
Terry McLaurin,WAS,Receptions,4.5,6497946,2025-09-11T20:15:00-04:00,TERRY MCLAURIN,RECEPTIONSEPTIONS
Tucker Kraft,GB,Rush+Rec TDs,0.5,6488596,2025-09-11T20:15:00-04:00,TUCKER KRAFT,RUSH+RECEPTIONS TDS
Tucker Kraft,GB,Longest Reception,16.5,6492567,2025-09-11T20:15:00-04:00,TUCKER KRAFT,LONGEST RECEPTIONSEPTION
Tucker Kraft,GB,Receiving Yards,34.5,6492572,2025-09-11T20:15:00-04:00,TUCKER KRAFT,RECEPTIONSEIVING YARDS
Tucker Kraft,GB,Receiving Yards,24.5,6492573,2025-09-11T20:15:00-04:00,TUCKER KRAFT,RECEPTIONSEIVING YARDS
Tucker Kraft,GB,Receiving Yards,79.5,6492574,2025-09-11T20:15:00-04:00,TUCKER KRAFT,RECEPTIONSEIVING YARDS
Tucker Kraft,GB,Receiving Yards,64.5,6492575,2025-09-11T20:15:00-04:00,TUCKER KRAFT,RECEPTIONSEIVING YARDS
Tucker Kraft,GB,Receiving Yards,49.5,6492576,2025-09-11T20:15:00-04:00,TUCKER KRAFT,RECEPTIONSEIVING YARDS
Tucker Kraft,GB,Receiving Yards,39.5,6492577,2025-09-11T20:15:00-04:00,TUCKER KRAFT,RECEPTIONSEIVING YARDS
